  34.16,10^6bits/s,2.000,1439032742.692
  35.67,10^6bits/s,2.011,1439032744.702
  35.80,10^6bits/s,2.009,1439032746.712
  35.97,10^6bits/s,2.012,1439032748.724
  36.04,10^6bits/s,2.004,1439032750.728
  35.84,10^6bits/s,2.012,1439032752.740
  35.94,10^6bits/s,2.003,1439032754.742
  35.94,10^6bits/s,2.001,1439032756.743
  36.03,10^6bits/s,2.000,1439032758.743
  35.88,10^6bits/s,1.948,1439032760.692
  34.50,10^6bits/s,2.089,1439032762.849
  35.96,10^6bits/s,2.001,1439032764.850
  35.96,10^6bits/s,2.000,1439032766.850
  35.78,10^6bits/s,2.010,1439032768.860
  36.17,10^6bits/s,2.000,1439032770.860
  35.73,10^6bits/s,2.024,1439032772.885
  36.10,10^6bits/s,2.000,1439032774.885
  36.01,10^6bits/s,2.003,1439032776.888
  35.88,10^6bits/s,2.007,1439032778.895
  35.84,10^6bits/s,1.865,1439032780.760
  33.10,10^6bits/s,2.168,1439032782.987
  35.96,10^6bits/s,2.001,1439032784.988
  35.92,10^6bits/s,2.002,1439032786.990
  35.92,10^6bits/s,2.000,1439032788.990
  36.08,10^6bits/s,2.000,1439032790.990
  35.98,10^6bits/s,2.005,1439032792.995
  35.98,10^6bits/s,2.000,1439032794.996
  35.88,10^6bits/s,2.005,1439032797.001
  35.90,10^6bits/s,2.000,1439032799.001
  35.99,10^6bits/s,1.818,1439032800.819
1178240,5042632,16384,20.00,35.72,10^6bits/s
