  28.78,10^6bits/s,2.000,1439033243.591
  28.76,10^6bits/s,2.001,1439033245.592
  28.78,10^6bits/s,2.000,1439033247.593
  28.73,10^6bits/s,2.004,1439033249.596
  28.63,10^6bits/s,2.006,1439033251.603
  28.78,10^6bits/s,2.000,1439033253.603
  28.68,10^6bits/s,2.007,1439033255.610
  28.64,10^6bits/s,2.003,1439033257.613
  28.78,10^6bits/s,2.000,1439033259.613
  28.78,10^6bits/s,2.000,1439033261.613
  28.56,10^6bits/s,2.016,1439033263.628
  28.59,10^6bits/s,2.000,1439033265.629
  28.78,10^6bits/s,2.000,1439033267.629
  28.52,10^6bits/s,2.018,1439033269.646
  28.78,10^6bits/s,2.000,1439033271.647
  28.78,10^6bits/s,2.000,1439033273.647
  28.76,10^6bits/s,2.002,1439033275.649
  28.78,10^6bits/s,2.000,1439033277.649
  28.78,10^6bits/s,1.942,1439033279.591
  28.56,10^6bits/s,2.016,1439033281.616
  28.78,10^6bits/s,2.000,1439033283.617
  28.78,10^6bits/s,2.000,1439033285.617
  28.76,10^6bits/s,2.001,1439033287.618
  28.78,10^6bits/s,2.000,1439033289.618
  28.78,10^6bits/s,2.000,1439033291.618
  28.76,10^6bits/s,2.001,1439033293.620
  28.78,10^6bits/s,2.000,1439033295.620
  28.78,10^6bits/s,2.000,1439033297.620
  28.76,10^6bits/s,2.001,1439033299.621
  28.78,10^6bits/s,2.000,1439033301.621
  28.70,10^6bits/s,2.006,1439033303.627
  28.74,10^6bits/s,2.000,1439033305.627
  28.78,10^6bits/s,2.000,1439033307.627
  28.78,10^6bits/s,2.000,1439033309.628
  28.77,10^6bits/s,2.001,1439033311.628
  28.78,10^6bits/s,2.000,1439033313.628
  28.78,10^6bits/s,2.000,1439033315.629
  28.48,10^6bits/s,2.021,1439033317.649
  28.78,10^6bits/s,1.951,1439033319.601
  28.35,10^6bits/s,2.010,1439033321.620
  28.69,10^6bits/s,2.000,1439033323.620
  28.78,10^6bits/s,2.000,1439033325.621
  28.78,10^6bits/s,2.000,1439033327.621
  28.76,10^6bits/s,2.001,1439033329.622
  28.78,10^6bits/s,2.000,1439033331.622
  28.78,10^6bits/s,2.000,1439033333.623
  28.75,10^6bits/s,2.002,1439033335.625
  28.78,10^6bits/s,2.000,1439033337.625
  28.78,10^6bits/s,2.000,1439033339.625
  28.76,10^6bits/s,2.001,1439033341.626
  28.78,10^6bits/s,2.000,1439033343.626
  28.78,10^6bits/s,2.000,1439033345.626
  28.74,10^6bits/s,2.002,1439033347.629
  28.78,10^6bits/s,2.000,1439033349.629
  28.78,10^6bits/s,2.000,1439033351.629
  28.75,10^6bits/s,2.002,1439033353.631
  28.78,10^6bits/s,2.000,1439033355.631
  28.78,10^6bits/s,2.000,1439033357.631
  28.75,10^6bits/s,1.980,1439033359.611
112000,372480,16384,40.00,28.71,10^6bits/s
