  47.62,10^6bits/s,2.003,1439386076.160
  44.13,10^6bits/s,2.158,1439386078.318
  28.78,10^6bits/s,3.067,1439386081.384
  31.89,10^6bits/s,2.000,1439386083.385
  47.11,10^6bits/s,2.001,1439386085.385
  49.33,10^6bits/s,2.008,1439386087.393
  48.75,10^6bits/s,2.024,1439386089.417
  47.35,10^6bits/s,2.059,1439386091.476
  47.62,10^6bits/s,2.000,1439386093.476
  47.35,10^6bits/s,2.015,1439386095.491
  49.50,10^6bits/s,2.000,1439386097.491
  48.87,10^6bits/s,2.026,1439386099.517
  48.20,10^6bits/s,2.028,1439386101.545
  48.59,10^6bits/s,2.001,1439386103.546
  46.33,10^6bits/s,2.098,1439386105.643
  48.60,10^6bits/s,2.004,1439386107.647
  48.42,10^6bits/s,2.007,1439386109.654
  46.97,10^6bits/s,2.062,1439386111.716
  46.69,10^6bits/s,2.012,1439386113.728
  48.27,10^6bits/s,0.429,1439386114.157
  45.15,10^6bits/s,2.068,1439386116.253
  49.24,10^6bits/s,2.008,1439386118.260
  47.35,10^6bits/s,2.079,1439386120.340
  48.42,10^6bits/s,2.000,1439386122.340
  47.81,10^6bits/s,2.025,1439386124.365
  43.81,10^6bits/s,2.183,1439386126.548
  49.61,10^6bits/s,2.014,1439386128.562
  49.20,10^6bits/s,2.017,1439386130.579
  47.54,10^6bits/s,2.070,1439386132.649
  45.05,10^6bits/s,2.111,1439386134.760
  45.59,10^6bits/s,2.000,1439386136.760
  49.20,10^6bits/s,2.000,1439386138.760
  47.50,10^6bits/s,2.071,1439386140.832
  47.77,10^6bits/s,2.003,1439386142.835
  48.00,10^6bits/s,2.000,1439386144.835
  46.04,10^6bits/s,2.085,1439386146.919
  42.07,10^6bits/s,2.189,1439386149.109
  49.80,10^6bits/s,2.002,1439386151.111
  47.43,10^6bits/s,2.100,1439386153.211
  50.58,10^6bits/s,0.974,1439386154.185
  35.45,10^6bits/s,2.676,1439386156.886
  39.82,10^6bits/s,2.196,1439386159.082
  31.10,10^6bits/s,2.561,1439386161.643
  48.37,10^6bits/s,2.000,1439386163.643
  47.96,10^6bits/s,2.017,1439386165.660
  48.53,10^6bits/s,2.001,1439386167.661
  49.37,10^6bits/s,2.001,1439386169.662
  48.34,10^6bits/s,2.042,1439386171.704
  47.69,10^6bits/s,2.027,1439386173.731
  49.43,10^6bits/s,2.003,1439386175.734
  48.22,10^6bits/s,2.050,1439386177.784
  47.27,10^6bits/s,2.041,1439386179.825
  49.37,10^6bits/s,2.019,1439386181.844
  49.08,10^6bits/s,2.012,1439386183.856
  48.01,10^6bits/s,2.044,1439386185.900
  47.03,10^6bits/s,2.042,1439386187.942
  48.43,10^6bits/s,2.000,1439386189.943
  46.22,10^6bits/s,2.095,1439386192.038
  45.45,10^6bits/s,2.034,1439386194.072
  48.65,10^6bits/s,0.138,1439386194.210
658560,3517080,16384,40.00,46.12,10^6bits/s
